cell_line_name,drug_name,putative_target,ln_ic50,cell_line_encoded,drug_encoded
DB,Vinblastine,Microtubule destabiliser,-5.785595,157,150
Daoy,Vinblastine,Microtubule destabiliser,-5.415455,174,150
D-283MED,Vinblastine,Microtubule destabiliser,-5.477319,149,150
DEL,Vinblastine,Microtubule destabiliser,-6.208446,159,150
Detroit562,Vinblastine,Microtubule destabiliser,-5.470019,176,150
DG-75,Vinblastine,Microtubule destabiliser,-4.612927,160,150
DU-4475,Vinblastine,Microtubule destabiliser,-3.727606,173,150
EB2,Vinblastine,Microtubule destabiliser,-4.747286,180,150
EB-3,Vinblastine,Microtubule destabiliser,-4.378498,179,150
ECC10,Vinblastine,Microtubule destabiliser,-4.78939,183,150
EFM-19,Vinblastine,Microtubule destabiliser,-4.025592,185,150
EM-2,Vinblastine,Microtubule destabiliser,-4.303539,191,150
EoL-1-cell,Vinblastine,Microtubule destabiliser,-6.403639,218,150
ETK-1,Vinblastine,Microtubule destabiliser,-4.352796,206,150
FADU,Vinblastine,Microtubule destabiliser,-4.880886,219,150
FTC-133,Vinblastine,Microtubule destabiliser,-3.399964,221,150
G-361,Vinblastine,Microtubule destabiliser,-3.455068,226,150
GAMG,Vinblastine,Microtubule destabiliser,-4.550409,232,150
GDM-1,Vinblastine,Microtubule destabiliser,-5.357835,236,150
GI-1,Vinblastine,Microtubule destabiliser,-5.474442,237,150
GI-ME-N,Vinblastine,Microtubule destabiliser,-3.369566,238,150
GOTO,Vinblastine,Microtubule destabiliser,-3.916413,239,150
GR-ST,Vinblastine,Microtubule destabiliser,-5.018277,241,150
GCT,Vinblastine,Microtubule destabiliser,-2.990725,235,150
ESS-1,Vinblastine,Microtubule destabiliser,-5.173305,205,150
H4,Vinblastine,Microtubule destabiliser,-5.4356,245,150
H9,Vinblastine,Microtubule destabiliser,-5.837548,246,150
HC-1,Vinblastine,Microtubule destabiliser,-5.999024,250,150
HCC1806,Vinblastine,Microtubule destabiliser,-4.893755,265,150
HGC-27,Vinblastine,Microtubule destabiliser,-5.817012,281,150
HLE,Vinblastine,Microtubule destabiliser,-4.150247,284,150
HMV-II,Vinblastine,Microtubule destabiliser,-4.442648,285,150
HOS,Vinblastine,Microtubule destabiliser,-4.98255,290,150
HSC-3,Vinblastine,Microtubule destabiliser,-4.638445,294,150
HT-1080,Vinblastine,Microtubule destabiliser,-4.506496,298,150
HT-144,Vinblastine,Microtubule destabiliser,-4.042512,302,150
HuCCT1,Vinblastine,Microtubule destabiliser,-3.524439,318,150
HuO9,Vinblastine,Microtubule destabiliser,-4.246428,321,150
IGR-1,Vinblastine,Microtubule destabiliser,-5.181385,326,150
IMR-5,Vinblastine,Microtubule destabiliser,-5.90934,332,150
JiyoyeP-2003,Vinblastine,Microtubule destabiliser,-6.697553,360,150
JVM-2,Vinblastine,Microtubule destabiliser,-5.302479,358,150
JVM-3,Vinblastine,Microtubule destabiliser,-6.637347,359,150
KARPAS-45,Vinblastine,Microtubule destabiliser,-5.681271,370,150
KARPAS-299,Vinblastine,Microtubule destabiliser,-5.942715,368,150
KARPAS-422,Vinblastine,Microtubule destabiliser,-4.6967,369,150
KE-37,Vinblastine,Microtubule destabiliser,-6.223905,375,150
KG-1,Vinblastine,Microtubule destabiliser,-5.677195,377,150
KMOE-2,Vinblastine,Microtubule destabiliser,-4.872172,384,150
KMS-12-BM,Vinblastine,Microtubule destabiliser,-6.188854,388,150
HT55,Vinblastine,Microtubule destabiliser,-3.163593,305,150
GP5d,Vinblastine,Microtubule destabiliser,-5.610391,240,150
G-402,Vinblastine,Microtubule destabiliser,-4.188312,228,150
G-401,Vinblastine,Microtubule destabiliser,-5.949677,227,150
KY821,Vinblastine,Microtubule destabiliser,-5.925601,406,150
KU812,Vinblastine,Microtubule destabiliser,-6.074676,404,150
KU-19-19,Vinblastine,Microtubule destabiliser,-4.359944,403,150
KYSE-150,Vinblastine,Microtubule destabiliser,-4.885647,410,150
KYSE-180,Vinblastine,Microtubule destabiliser,-4.771532,411,150
KYSE-450,Vinblastine,Microtubule destabiliser,-3.824277,415,150
L-428,Vinblastine,Microtubule destabiliser,-5.576175,422,150
L-540,Vinblastine,Microtubule destabiliser,-5.103054,423,150
LAMA-84,Vinblastine,Microtubule destabiliser,-5.221092,424,150
LC4-1,Vinblastine,Microtubule destabiliser,-5.274784,436,150
LNCaP-Clone-FGC,Vinblastine,Microtubule destabiliser,-3.896994,443,150
LOUCY,Vinblastine,Microtubule destabiliser,-5.342081,446,150
LoVo,Vinblastine,Microtubule destabiliser,-4.551854,461,150
LS-411N,Vinblastine,Microtubule destabiliser,-3.7835,452,150
MDA-MB-175-VII,Vinblastine,Microtubule destabiliser,-2.611383,468,150
MDA-MB-361,Vinblastine,Microtubule destabiliser,-5.912251,471,150
MDA-MB-453,Vinblastine,Microtubule destabiliser,-3.687263,474,150
MDA-MB-468,Vinblastine,Microtubule destabiliser,-4.319647,475,150
MEG-01,Vinblastine,Microtubule destabiliser,-5.416917,479,150
MES-SA,Vinblastine,Microtubule destabiliser,-4.638152,482,150
MFE-296,Vinblastine,Microtubule destabiliser,-3.321165,484,150
MG-63,Vinblastine,Microtubule destabiliser,-5.374187,488,150
MHH-CALL-2,Vinblastine,Microtubule destabiliser,-4.435276,489,150
MHH-ES-1,Vinblastine,Microtubule destabiliser,-5.409202,491,150
MHH-PREB-1,Vinblastine,Microtubule destabiliser,-5.896273,493,150
MKN28,Vinblastine,Microtubule destabiliser,-4.993559,496,150
ML-2,Vinblastine,Microtubule destabiliser,-6.104577,500,150
MLMA,Vinblastine,Microtubule destabiliser,-4.882147,501,150
MN-60,Vinblastine,Microtubule destabiliser,-3.540002,504,150
MOG-G-UVW,Vinblastine,Microtubule destabiliser,-6.498229,506,150
MOLT-13,Vinblastine,Microtubule destabiliser,-5.071657,510,150
MOLT-16,Vinblastine,Microtubule destabiliser,-6.276673,511,150
MONO-MAC-6,Vinblastine,Microtubule destabiliser,-6.357097,513,150
MRK-nu-1,Vinblastine,Microtubule destabiliser,-5.749667,515,150
MV-4-11,Vinblastine,Microtubule destabiliser,-6.542382,519,150
NALM-6,Vinblastine,Microtubule destabiliser,-5.800837,526,150
NAMALWA,Vinblastine,Microtubule destabiliser,-5.808379,527,150
NB69,Vinblastine,Microtubule destabiliser,-5.203427,538,150
NCCIT,Vinblastine,Microtubule destabiliser,-6.946392,542,150
NCI-H520,Vinblastine,Microtubule destabiliser,-5.300706,639,150
SNU-5,Vinblastine,Microtubule destabiliser,-4.360122,847,150
SNU-16,Vinblastine,Microtubule destabiliser,-6.352917,839,150
NH-12,Vinblastine,Microtubule destabiliser,-3.781905,665,150
NKM-1,Vinblastine,Microtubule destabiliser,-6.313324,667,150
NOMO-1,Vinblastine,Microtubule destabiliser,-4.61421,669,150
NTERA-2-cl-D1,Vinblastine,Microtubule destabiliser,-5.505509,671,150
NCI-H2452,Vinblastine,Microtubule destabiliser,-5.547894,612,150
NCI-H358,Vinblastine,Microtubule destabiliser,-3.076829,632,150
NCI-H1155,Vinblastine,Microtubule destabiliser,-4.45945,546,150
NCI-H1581,Vinblastine,Microtubule destabiliser,-5.175231,557,150
NCI-H1703,Vinblastine,Microtubule destabiliser,-6.192575,566,150
NCI-H1755,Vinblastine,Microtubule destabiliser,-3.785135,568,150
NCI-H1993,Vinblastine,Microtubule destabiliser,-4.328481,582,150
NCI-H524,Vinblastine,Microtubule destabiliser,-6.402291,641,150
ONS-76,Vinblastine,Microtubule destabiliser,-3.701827,693,150
OPM-2,Vinblastine,Microtubule destabiliser,-5.775805,694,150
P12-ICHIKAWA,Vinblastine,Microtubule destabiliser,-6.172001,713,150
P30-OHK,Vinblastine,Microtubule destabiliser,-6.914107,714,150
P31-FUJ,Vinblastine,Microtubule destabiliser,-5.300879,715,150
OCUB-M,Vinblastine,Microtubule destabiliser,-4.668171,687,150
OC-314,Vinblastine,Microtubule destabiliser,-5.987587,680,150
PF-382,Vinblastine,Microtubule destabiliser,-4.464675,734,150
Raji,Vinblastine,Microtubule destabiliser,-5.644579,779,150
RD,Vinblastine,Microtubule destabiliser,-3.667147,752,150
REH,Vinblastine,Microtubule destabiliser,-6.173933,753,150
RF-48,Vinblastine,Microtubule destabiliser,-5.687804,758,150
RKO,Vinblastine,Microtubule destabiliser,-5.493944,763,150
RPMI-6666,Vinblastine,Microtubule destabiliser,-5.891803,769,150
RPMI-8402,Vinblastine,Microtubule destabiliser,-6.521255,772,150
RS4-11,Vinblastine,Microtubule destabiliser,-5.033745,774,150
RT-112,Vinblastine,Microtubule destabiliser,-5.711151,775,150
SAS,Vinblastine,Microtubule destabiliser,-3.406957,781,150
SJRH30,Vinblastine,Microtubule destabiliser,-3.852427,802,150
SJSA-1,Vinblastine,Microtubule destabiliser,-4.359071,803,150
SK-CO-1,Vinblastine,Microtubule destabiliser,-5.672442,804,150
SK-HEP-1,Vinblastine,Microtubule destabiliser,-4.962714,808,150
SK-LMS-1,Vinblastine,Microtubule destabiliser,-3.710001,809,150
SK-MG-1,Vinblastine,Microtubule destabiliser,-3.653878,820,150
SK-PN-DW,Vinblastine,Microtubule destabiliser,-5.80301,827,150
SK-UT-1,Vinblastine,Microtubule destabiliser,-4.688471,828,150
SNG-M,Vinblastine,Microtubule destabiliser,-5.619254,836,150
SNU-387,Vinblastine,Microtubule destabiliser,-3.553171,842,150
SNU-423,Vinblastine,Microtubule destabiliser,-4.18678,845,150
SNU-C2B,Vinblastine,Microtubule destabiliser,-3.22993,851,150
SUP-T1,Vinblastine,Microtubule destabiliser,-5.839348,869,150
SW13,Vinblastine,Microtubule destabiliser,-5.486695,873,150
SW1088,Vinblastine,Microtubule destabiliser,-2.947981,870,150
SW1710,Vinblastine,Microtubule destabiliser,-4.717273,878,150
SW1783,Vinblastine,Microtubule destabiliser,-3.122557,879,150
SW48,Vinblastine,Microtubule destabiliser,-4.77919,881,150
SW872,Vinblastine,Microtubule destabiliser,-3.002632,888,150
SW948,Vinblastine,Microtubule destabiliser,-4.296553,889,150
SW982,Vinblastine,Microtubule destabiliser,-5.422953,892,150
T84,Vinblastine,Microtubule destabiliser,-3.679044,898,150
TGBC11TKB,Vinblastine,Microtubule destabiliser,-4.668894,915,150
TUR,Vinblastine,Microtubule destabiliser,-6.265349,927,150
TYK-nu,Vinblastine,Microtubule destabiliser,-3.896035,928,150
U-2-OS,Vinblastine,Microtubule destabiliser,-3.706401,930,150
UMC-11,Vinblastine,Microtubule destabiliser,-3.891596,942,150
WSU-NHL,Vinblastine,Microtubule destabiliser,-5.819026,958,150
YH-13,Vinblastine,Microtubule destabiliser,-5.409675,960,150
KM-H2,Vinblastine,Microtubule destabiliser,-6.121114,381,150
OE19,Vinblastine,Microtubule destabiliser,-4.665915,689,150
Ramos-2G6-4C10,Vinblastine,Microtubule destabiliser,-6.070074,780,150
PSN1,Vinblastine,Microtubule destabiliser,-4.278802,738,150
COLO-320-HSR,Vinblastine,Microtubule destabiliser,-5.292981,110,150
ATN-1,Vinblastine,Microtubule destabiliser,-5.990931,39,150
CESS,Vinblastine,Microtubule destabiliser,-5.981279,97,150
COLO-684,Vinblastine,Microtubule destabiliser,-3.307298,115,150
TGBC24TKB,Vinblastine,Microtubule destabiliser,-3.095697,917,150
BFTC-909,Vinblastine,Microtubule destabiliser,-4.638469,53,150
CA46,Vinblastine,Microtubule destabiliser,-4.386298,75,150
BALL-1,Vinblastine,Microtubule destabiliser,-6.230832,43,150
BL-41,Vinblastine,Microtubule destabiliser,-6.408159,60,150
BV-173,Vinblastine,Microtubule destabiliser,-5.610612,67,150
TGW,Vinblastine,Microtubule destabiliser,-5.047761,918,150
NY,Vinblastine,Microtubule destabiliser,-5.366663,675,150
CHL-1,Vinblastine,Microtubule destabiliser,-3.350716,100,150
NCI-H1651,Vinblastine,Microtubule destabiliser,-5.139823,561,150
RPMI-7951,Vinblastine,Microtubule destabiliser,-5.605892,770,150
SCC-4,Vinblastine,Microtubule destabiliser,-3.694964,789,150
ST486,Vinblastine,Microtubule destabiliser,-6.146482,854,150
CAL-27,Vinblastine,Microtubule destabiliser,-5.883753,81,150
BC-1,Vinblastine,Microtubule destabiliser,-6.715337,47,150
A101D,Vinblastine,Microtubule destabiliser,-3.939549,13,150
769-P,Vinblastine,Microtubule destabiliser,-4.024655,8,150
23132-87,Vinblastine,Microtubule destabiliser,-4.846014,1,150
BFTC-905,Vinblastine,Microtubule destabiliser,-6.285896,52,150
CAL-51,Vinblastine,Microtubule destabiliser,-5.006717,85,150
SCC-3,Vinblastine,Microtubule destabiliser,-5.248274,788,150
AM-38,Vinblastine,Microtubule destabiliser,-3.363549,34,150
A4-Fuk,Vinblastine,Microtubule destabiliser,-6.205723,22,150
A3-KAW,Vinblastine,Microtubule destabiliser,-5.71444,19,150
DOK,Vinblastine,Microtubule destabiliser,-5.002452,169,150
COR-L279,Vinblastine,Microtubule destabiliser,-5.539384,123,150
CHP-134,Vinblastine,Microtubule destabiliser,-5.935292,102,150
NEC8,Vinblastine,Microtubule destabiliser,-3.93583,664,150
ALL-PO,Vinblastine,Microtubule destabiliser,-6.150039,32,150
OCI-AML2,Vinblastine,Microtubule destabiliser,-6.280589,681,150
MFM-223,Vinblastine,Microtubule destabiliser,-2.733275,487,150
CML-T1,Vinblastine,Microtubule destabiliser,-6.449494,108,150
CAL-54,Vinblastine,Microtubule destabiliser,-4.134078,86,150
22RV1,Vinblastine,Microtubule destabiliser,-4.380991,0,150
B-CPAP,Vinblastine,Microtubule destabiliser,-4.308704,42,150
BPH-1,Vinblastine,Microtubule destabiliser,-5.458944,62,150
CAL-148,Vinblastine,Microtubule destabiliser,-5.570126,80,150
CAL-39,Vinblastine,Microtubule destabiliser,-5.507597,84,150
CaR-1,Vinblastine,Microtubule destabiliser,-3.715373,140,150
HDLM-2,Vinblastine,Microtubule destabiliser,-5.67603,277,150
HO-1-N-1,Vinblastine,Microtubule destabiliser,-5.537595,286,150
HTC-C3,Vinblastine,Microtubule destabiliser,-5.180736,306,150
KGN,Vinblastine,Microtubule destabiliser,-4.610721,378,150
K5,Vinblastine,Microtubule destabiliser,-4.623358,364,150
L-363,Vinblastine,Microtubule destabiliser,-6.226444,421,150
MDA-MB-415,Vinblastine,Microtubule destabiliser,-3.868684,472,150
NCI-H1975,Vinblastine,Microtubule destabiliser,-5.282105,581,150
MDA-MB-157,Vinblastine,Microtubule destabiliser,-4.243682,467,150
MKN45,Vinblastine,Microtubule destabiliser,-3.35971,497,150
RL95-2,Vinblastine,Microtubule destabiliser,-4.802116,765,150
TE-9,Vinblastine,Microtubule destabiliser,-3.889109,914,150
TE-6,Vinblastine,Microtubule destabiliser,-3.034838,912,150
TC-YIK,Vinblastine,Microtubule destabiliser,-5.617226,902,150
YT,Vinblastine,Microtubule destabiliser,-5.726593,963,150
LCLC-97TM1,Vinblastine,Microtubule destabiliser,-4.279166,438,150
D-263MG,Vinblastine,Microtubule destabiliser,-3.899764,148,150
D-392MG,Vinblastine,Microtubule destabiliser,-3.093949,151,150
M059J,Vinblastine,Microtubule destabiliser,-3.438278,462,150
HAL-01,Vinblastine,Microtubule destabiliser,-5.06515,248,150
ES8,Vinblastine,Microtubule destabiliser,-6.205746,202,150
ES1,Vinblastine,Microtubule destabiliser,-6.271875,197,150
EW-7,Vinblastine,Microtubule destabiliser,-5.436444,217,150
EW-3,Vinblastine,Microtubule destabiliser,-5.812886,216,150
EW-1,Vinblastine,Microtubule destabiliser,-6.120654,208,150
EW-18,Vinblastine,Microtubule destabiliser,-5.672787,213,150
EW-16,Vinblastine,Microtubule destabiliser,-4.494452,212,150
EW-22,Vinblastine,Microtubule destabiliser,-5.773806,214,150
NB10,Vinblastine,Microtubule destabiliser,-5.646987,530,150
NB13,Vinblastine,Microtubule destabiliser,-5.902639,532,150
NB14,Vinblastine,Microtubule destabiliser,-6.066329,533,150
RH-1,Vinblastine,Microtubule destabiliser,-6.383763,759,150
Jurkat,Vinblastine,Microtubule destabiliser,-6.632786,361,150
LS-180,Vinblastine,Microtubule destabiliser,-2.893686,451,150
BICR22,Vinblastine,Microtubule destabiliser,-6.08134,57,150
CCK-81,Vinblastine,Microtubule destabiliser,-4.040787,95,150
ES-2,Vinblastine,Microtubule destabiliser,-4.18514,196,150
NCI-H3118,Vinblastine,Microtubule destabiliser,-6.283419,628,150
HARA,Vinblastine,Microtubule destabiliser,-5.924449,249,150
HCC-44,Vinblastine,Microtubule destabiliser,-5.200915,254,150
Hs-633T,Vinblastine,Microtubule destabiliser,-5.429529,312,150
IGR-37,Vinblastine,Microtubule destabiliser,-4.648371,327,150
IHH-4,Vinblastine,Microtubule destabiliser,-5.059663,329,150
IM-95,Vinblastine,Microtubule destabiliser,-4.982075,331,150
JHH-4,Vinblastine,Microtubule destabiliser,-3.528433,344,150
JHH-6,Vinblastine,Microtubule destabiliser,-2.743382,345,150
KYM-1,Vinblastine,Microtubule destabiliser,-6.127369,408,150
KYSE-220,Vinblastine,Microtubule destabiliser,-4.802185,412,150
LN-18,Vinblastine,Microtubule destabiliser,-4.586507,440,150
MDST8,Vinblastine,Microtubule destabiliser,-6.604929,476,150
MFE-319,Vinblastine,Microtubule destabiliser,-4.570535,485,150
MS751,Vinblastine,Microtubule destabiliser,-4.968957,517,150
NB(TU)1-10,Vinblastine,Microtubule destabiliser,-4.451438,528,150
NCI-H1944,Vinblastine,Microtubule destabiliser,-3.001271,578,150
NCI-H2023,Vinblastine,Microtubule destabiliser,-3.697739,584,150
NCI-H211,Vinblastine,Microtubule destabiliser,-5.575031,593,150
NCI-H3122,Vinblastine,Microtubule destabiliser,-5.785483,629,150
NCI-H841,Vinblastine,Microtubule destabiliser,-5.340034,660,150
NCI-H847,Vinblastine,Microtubule destabiliser,-6.621481,661,150
OV-90,Vinblastine,Microtubule destabiliser,-2.984844,701,150
OVMIU,Vinblastine,Microtubule destabiliser,-3.222414,711,150
PA-TU-8988T,Vinblastine,Microtubule destabiliser,-4.791117,719,150
RH-41,Vinblastine,Microtubule destabiliser,-4.309187,761,150
SISO,Vinblastine,Microtubule destabiliser,-4.337965,801,150
SKN,Vinblastine,Microtubule destabiliser,-3.962508,831,150
SNU-398,Vinblastine,Microtubule destabiliser,-4.877374,843,150
TC-71,Vinblastine,Microtubule destabiliser,-5.005352,901,150
TOV-21G,Vinblastine,Microtubule destabiliser,-2.929498,924,150
SUP-B15,Vinblastine,Microtubule destabiliser,-4.678953,865,150
OCI-AML3,Vinblastine,Microtubule destabiliser,-6.229397,682,150
ASH-3,Vinblastine,Microtubule destabiliser,-4.273077,38,150
BICR10,Vinblastine,Microtubule destabiliser,-4.303306,56,150
CS1,Vinblastine,Microtubule destabiliser,-3.960906,134,150
FU97,Vinblastine,Microtubule destabiliser,-3.645566,223,150
NCI-H2373,Vinblastine,Microtubule destabiliser,-3.041715,610,150
NCI-H2795,Vinblastine,Microtubule destabiliser,-3.224022,619,150
HCC-78,Vinblastine,Microtubule destabiliser,-3.146079,255,150
ALL-SIL,Vinblastine,Microtubule destabiliser,-6.737178,33,150
DND-41,Vinblastine,Microtubule destabiliser,-4.491919,167,150
EJM,Vinblastine,Microtubule destabiliser,-4.271198,189,150
HeLa,Vinblastine,Microtubule destabiliser,-5.362034,307,150
JIMT-1,Vinblastine,Microtubule destabiliser,-4.725273,353,150
KMRC-20,Vinblastine,Microtubule destabiliser,-3.61611,386,150
KP-1N,Vinblastine,Microtubule destabiliser,-4.100686,395,150
LC-1-sq,Vinblastine,Microtubule destabiliser,-4.409589,434,150
LOU-NH91,Vinblastine,Microtubule destabiliser,-4.946896,445,150
OE21,Vinblastine,Microtubule destabiliser,-3.979262,690,150
RERF-LC-Sq1,Vinblastine,Microtubule destabiliser,-3.821312,757,150
RKN,Vinblastine,Microtubule destabiliser,-3.765471,762,150
SW1271,Vinblastine,Microtubule destabiliser,-2.291543,872,150
T-T,Vinblastine,Microtubule destabiliser,-5.652934,895,150
TOV-112D,Vinblastine,Microtubule destabiliser,-5.673951,923,150
WM1552C,Vinblastine,Microtubule destabiliser,-4.166284,953,150
WM35,Vinblastine,Microtubule destabiliser,-4.652396,955,150
WM793B,Vinblastine,Microtubule destabiliser,-4.978051,956,150
GA-10,Vinblastine,Microtubule destabiliser,-6.071404,230,150
GRANTA-519,Vinblastine,Microtubule destabiliser,-3.958693,242,150
HCC1500,Vinblastine,Microtubule destabiliser,-3.471361,262,150
COR-L32,Vinblastine,Microtubule destabiliser,-3.290564,126,150
Hs-445,Vinblastine,Microtubule destabiliser,-5.021565,310,150
HSC-39,Vinblastine,Microtubule destabiliser,-5.948615,295,150
JJN-3,Vinblastine,Microtubule destabiliser,-6.039,354,150
JSC-1,Vinblastine,Microtubule destabiliser,-6.022023,356,150
KARPAS-1106P,Vinblastine,Microtubule destabiliser,-4.777708,366,150
KARPAS-231,Vinblastine,Microtubule destabiliser,-5.636101,367,150
KARPAS-620,Vinblastine,Microtubule destabiliser,-5.407536,371,150
KCL-22,Vinblastine,Microtubule destabiliser,-6.096782,374,150
KOPN-8,Vinblastine,Microtubule destabiliser,-5.925066,393,150
ME-1,Vinblastine,Microtubule destabiliser,-3.443927,477,150
MOLM-13,Vinblastine,Microtubule destabiliser,-6.348979,507,150
MOLP-8,Vinblastine,Microtubule destabiliser,-4.374268,509,150
NCI-H1876,Vinblastine,Microtubule destabiliser,-5.084209,576,150
OCI-M1,Vinblastine,Microtubule destabiliser,-5.648792,686,150
P32-ISH,Vinblastine,Microtubule destabiliser,-6.418827,716,150
PWR-1E,Vinblastine,Microtubule destabiliser,-4.912411,739,150
RC-K8,Vinblastine,Microtubule destabiliser,-3.576723,742,150
SLVL,Vinblastine,Microtubule destabiliser,-5.914893,833,150
SU-DHL-10,Vinblastine,Microtubule destabiliser,-6.36732,857,150
SU-DHL-5,Vinblastine,Microtubule destabiliser,-6.585486,860,150
SU-DHL-6,Vinblastine,Microtubule destabiliser,-6.351976,861,150
SU-DHL-8,Vinblastine,Microtubule destabiliser,-4.052276,862,150
SUP-HD1,Vinblastine,Microtubule destabiliser,-5.132904,867,150
TK,Vinblastine,Microtubule destabiliser,-4.007287,920,150
VAL,Vinblastine,Microtubule destabiliser,-6.281859,945,150
WIL2-NS,Vinblastine,Microtubule destabiliser,-6.087749,951,150
DOV13,Vinblastine,Microtubule destabiliser,-4.007507,170,150
Hey,Vinblastine,Microtubule destabiliser,-4.243335,309,150
PEO1,Vinblastine,Microtubule destabiliser,-2.676997,733,150
FLO-1,Vinblastine,Microtubule destabiliser,-4.910695,220,150
OACp4C,Vinblastine,Microtubule destabiliser,-3.995044,677,150
OACM5-1,Vinblastine,Microtubule destabiliser,-4.23311,676,150
SK-GT-2,Vinblastine,Microtubule destabiliser,-5.077904,806,150
SK-GT-4,Vinblastine,Microtubule destabiliser,-2.355634,807,150
ESO26,Vinblastine,Microtubule destabiliser,-3.166754,203,150
ESO51,Vinblastine,Microtubule destabiliser,-4.114964,204,150
EMC-BAC-2,Vinblastine,Microtubule destabiliser,-5.571462,193,150
TE-4,Vinblastine,Microtubule destabiliser,-5.861999,909,150
MM1S,Vinblastine,Microtubule destabiliser,-5.444509,502,150
SNU-175,Vinblastine,Microtubule destabiliser,-6.043216,840,150
SNU-407,Vinblastine,Microtubule destabiliser,-3.988554,844,150
SNU-C5,Vinblastine,Microtubule destabiliser,-4.595016,852,150
DiFi,Vinblastine,Microtubule destabiliser,-4.373693,177,150
A673,Cisplatin,DNA crosslinker,-0.007561,27,42
ES7,Cisplatin,DNA crosslinker,0.04542,201,42
SK-ES-1,Cisplatin,DNA crosslinker,-0.13433,805,42
NCI-H2170,Cisplatin,DNA crosslinker,0.751363,598,42
NCI-H526,Cisplatin,DNA crosslinker,0.120266,642,42
IM-9,Cisplatin,DNA crosslinker,0.285054,330,42
LB996-RCC,Cisplatin,DNA crosslinker,0.397831,433,42
ARH-77,Cisplatin,DNA crosslinker,-0.119629,37,42
697,Cisplatin,DNA crosslinker,-0.05163,7,42
Daoy,Cisplatin,DNA crosslinker,0.179364,174,42
D-283MED,Cisplatin,DNA crosslinker,0.588722,149,42
DEL,Cisplatin,DNA crosslinker,-0.015657,159,42
EB2,Cisplatin,DNA crosslinker,-0.087841,180,42
ESS-1,Cisplatin,DNA crosslinker,0.331581,205,42
IMR-5,Cisplatin,DNA crosslinker,-0.136907,332,42
JVM-2,Cisplatin,DNA crosslinker,0.653286,358,42
JVM-3,Cisplatin,DNA crosslinker,-0.148664,359,42
KY821,Cisplatin,DNA crosslinker,0.531825,406,42
L-540,Cisplatin,DNA crosslinker,0.437116,423,42
LC4-1,Cisplatin,DNA crosslinker,0.293856,436,42
ML-2,Cisplatin,DNA crosslinker,0.347541,500,42
MOLT-16,Cisplatin,DNA crosslinker,0.228096,511,42
MV-4-11,Cisplatin,DNA crosslinker,-0.288379,519,42
NALM-6,Cisplatin,DNA crosslinker,0.504128,526,42
NKM-1,Cisplatin,DNA crosslinker,0.190495,667,42
NTERA-2-cl-D1,Cisplatin,DNA crosslinker,0.096394,671,42
P12-ICHIKAWA,Cisplatin,DNA crosslinker,0.364809,713,42
RPMI-6666,Cisplatin,DNA crosslinker,0.172726,769,42
SUP-T1,Cisplatin,DNA crosslinker,0.835525,869,42
PSN1,Cisplatin,DNA crosslinker,0.956047,738,42
OAW-42,Cisplatin,DNA crosslinker,0.954182,679,42
BV-173,Cisplatin,DNA crosslinker,0.192603,67,42
BFTC-905,Cisplatin,DNA crosslinker,0.420928,52,42
CHP-134,Cisplatin,DNA crosslinker,0.267688,102,42
